"ath1_probe";"probe_target_number";"FC_35LFY_Ler_GSE911";"pfp_35LFY_Ler_GSE911";"P.value_35LFY_Ler_GSE911";"FC_DexCyclo_Cyclo_GSE911";"pfp_FC_DexCyclo_Cyclo_GSE911";"P.value_FC_DexCyclo_Cyclo_GSE911";"FC_DEX_MOCK_GSE911";"pfp_DEX_MOCK_GSE911";"P.value_DEX_MOCK_GSE911";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_GSE28062";"P.value_LFYGR_WT_GSE28062"
"250777_at";5877;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9226;"0.0013";"0"
"250789_at";5889;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.399;"0.0592";"0.0016"
"250794_at";5894;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3452;"0.0973";"0.0037"
"250829_at";5929;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3358;"0.095";"0.0035"
"250844_at";5944;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.688;"0.0523";"0.0025"
"250869_at";5969;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.3339;"0";"0"
"250892_at";5992;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.499;"0.0067";"0,0001"
"250907_at";6007;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5941;"0.0394";"0.0017"
"250915_at";6015;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1498;"0,0001";"0"
"250918_at";6018;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5932;"0.0178";"0,0006"
"250933_at";6033;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6875;"0.0617";"0.003"
"250968_at";6068;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4798;"0.0253";"0,0004"
"250969_at";6069;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7204;"0.0699";"0.0036"
"250972_at";6072;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4689;"0.0264";"0,0005"
"250982_at";6082;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6042;"0.0232";"0,0008"
"250983_at";6083;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2263;"0";"0"
"250984_at";6084;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4288;"0.0417";"0,0009"
"250987_at";6087;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4311;"0.0412";"0,0009"
"251013_at";6113;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8265;"0.0026";"0"
"251020_at";6120;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4592;"0.0397";"0,0009"
"251028_at";6128;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5005;"0.0062";"0,0001"
"251039_at";6139;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5544;"0.0114";"0,0003"
"251040_at";6140;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3657;"0.0679";"0.002"
"251060_at";6160;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7207;"0.0835";"0.0045"
"251072_at";6172;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1599;"0";"0"
"251108_at";6208;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3371;"0.0877";"0.0031"
"251110_at";6210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4651;"0.0386";"0,0008"
"251116_at";6216;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6851;"0.0928";"0.0051"
"251117_at";6217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3845;"0.0747";"0.0024"
"251124_s_at";6224;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9197;"0,0008";"0"
"251132_at";6232;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4284;"0.0026";"0"
"251140_at";6240;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6838;"0.0498";"0.0023"
"251141_at";6241;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7245;"0.0952";"0.0053"
"251142_at";6242;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3794;"0.0621";"0.0018"
"251158_at";6258;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4634;"0.0378";"0,0008"
"251160_at";6260;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8948;"0.0013";"0"
"251162_at";6262;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2727;"0,0001";"0"
"251169_at";6269;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5654;"0.0144";"0,0004"
"251174_at";6274;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3226;"0,0003";"0"
"251178_at";6278;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5989;"0.0252";"0,0009"
"251183_at";6283;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3932;"0.0016";"0"
"251192_at";6292;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4122;"0.052";"0.0014"
"251196_at";6296;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3837;"0.0015";"0"
"251197_at";6297;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3824;"0.0013";"0"
"251200_at";6300;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.796;"0.0026";"0"
"251208_at";6308;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6802;"0.0062";"0,0001"
"251234_s_at";6334;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6338;"0.0295";"0.0012"
"251245_at";6345;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.263;"0,0001";"0"
"251272_at";6372;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5755;"0.0145";"0,0004"
"251285_at";6385;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3225;"0.0984";"0.0037"
"251287_at";6387;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2595;"0,0001";"0"
"251289_at";6389;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4675;"0.0045";"0,0001"
"251290_at";6390;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6153;"0.0235";"0,0009"
"251298_at";6398;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1986;"0";"0"
"251302_at";6402;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5642;"0.0141";"0,0004"
"251306_at";6406;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4042;"0.0466";"0.0011"
"251317_at";6417;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.299;"0,0002";"0"
"251321_at";6421;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6477;"0.0337";"0.0014"
"251356_at";6456;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2043;"0,0001";"0"
"251360_at";6460;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5919;"0.0201";"0,0007"
"251372_at";6472;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4726;"0.0046";"0,0001"
"251377_at";6477;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1819;"0";"0"
"251398_at";6498;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6305;"0.0441";"0.002"
"251406_at";6506;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3919;"0.0618";"0.0017"
"251476_at";6576;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5762;"0.0156";"0,0005"
"251500_at";6600;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3359;"0.0962";"0.0036"
"251522_at";6622;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3903;"0.0714";"0.0022"
"251543_at";6643;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6436;"0.0348";"0.0014"
"251544_at";6644;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6878;"0.0489";"0.0023"
"251553_at";6653;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3724;"0.0678";"0.002"
"251554_at";6654;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3747;"0.0586";"0.0016"
"251555_at";6655;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5909;"0.0175";"0,0006"
"251558_at";6658;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5668;"0.017";"0,0002"
"251561_at";6661;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3304;"0.0852";"0.003"
"251592_at";6692;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7178;"0.0736";"0.0038"
"251594_at";6694;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5234;"0.0097";"0,0002"
"251605_at";6705;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6255;"0.0289";"0.0011"
"251608_at";6708;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5647;"0.0371";"0,0008"
"251619_at";6719;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4071;"0.0733";"0.0023"
"251642_at";6742;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4407;"0.0335";"0,0007"
"251647_at";6747;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4578;"0.0307";"0,0006"
"251649_at";6749;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6635;"0.0378";"0.0016"
"251654_at";6754;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4114;"0.0853";"0.003"
"251661_at";6761;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3585;"0.0737";"0.0023"
"251665_at";6765;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6242;"0.0242";"0,0009"
"251688_at";6788;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6996;"0.0726";"0.0037"
"251711_at";6811;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4537;"0.0581";"0.0016"
"251719_at";6819;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.333;"0.0914";"0.0033"
"251727_at";6827;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6782;"0.0077";"0,0001"
"251740_at";6840;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7442;"0.0991";"0.0056"
"251746_at";6846;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3884;"0.0571";"0.0015"
"251759_at";6859;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6329;"0.0309";"0.0012"
"251769_at";6869;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6133;"0.0267";"0.001"
"251775_s_at";6875;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4579;"0.0308";"0,0006"
"251778_at";6878;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4196;"0.0502";"0.0013"
"251782_at";6882;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5651;"0.015";"0,0005"
"251795_at";6895;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7619;"0.0033";"0"
"251803_at";6903;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.47;"0.0352";"0,0007"
"251826_at";6926;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5155;"0.0077";"0,0002"
"251827_at";6927;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4949;"0.0217";"0,0003"
"251860_at";6960;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3865;"0.0614";"0.0017"
"251861_at";6961;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7084;"0.0864";"0.0047"
"251869_at";6969;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4361;"0.0351";"0,0007"
"251880_at";6980;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7315;"0.0961";"0.0054"
"251884_at";6984;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6276;"0.0413";"0.0018"
"251890_at";6990;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6066;"0.0245";"0,0009"
"251895_at";6995;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5282;"0.0095";"0,0002"
"251896_at";6996;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5993;"0.0239";"0,0009"
"251903_at";7003;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6108;"0.0218";"0,0008"
"251927_at";7027;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6869;"0.0514";"0.0024"
"251940_at";7040;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4438;"0.0034";"0,0001"
"251946_at";7046;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6822;"0.0534";"0.0026"
"251955_at";7055;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5349;"0.0241";"0,0004"
"251964_at";7064;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3427;"0.0814";"0.0028"
"251968_at";7068;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4053;"0.0021";"0"
"251975_at";7075;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5744;"0.0204";"0,0007"
"251979_at";7079;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4093;"0.0814";"0.0028"
"251982_at";7082;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.731;"0.0834";"0.0045"
"251984_at";7084;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5995;"0.0237";"0,0009"
"251994_at";7094;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6489;"0.0316";"0.0013"
"252003_at";7103;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4228;"0.0025";"0"
"252040_at";7140;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6812;"0.0488";"0.0023"
"252042_at";7142;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4127;"0.0687";"0.0021"
"252048_at";7148;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4345;"0.0031";"0,0001"
"252066_at";7166;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3789;"0.0679";"0.002"
"252068_at";7168;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4255;"0.0479";"0.0012"
"252076_at";7176;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7127;"0.0967";"0.0054"
"252080_at";7180;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5933;"0.0184";"0,0006"
"252083_at";7183;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3793;"0.082";"0.0028"
"252084_at";7184;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.205;"0,0001";"0"
"252105_at";7205;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6272;"0.0253";"0,0004"
"252112_at";7212;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3476;"0.0924";"0.0034"
"252115_at";7215;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7195;"0.0033";"0"
"252123_at";7223;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.0256;"0,0003";"0"
"252129_at";7229;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7184;"0.0853";"0.0046"
"252130_at";7230;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3399;"0.0966";"0.0036"
"252183_at";7283;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5168;"0.0082";"0,0002"
"252184_at";7284;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.629;"0.0268";"0.001"
"252200_at";7300;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3309;"0.0963";"0.0036"
"252204_at";7304;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6871;"0.0499";"0.0023"
"252212_at";7312;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2977;"0,0002";"0"
"252215_at";7315;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7838;"0.0022";"0"
"252230_at";7330;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5278;"0.0083";"0,0002"
"252239_at";7339;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7425;"0.0927";"0.0051"
"252272_at";7372;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5066;"0.0072";"0,0002"
"252280_at";7380;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.654;"0.0403";"0.0018"
"252291_s_at";7391;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5882;"0.0164";"0,0005"
"252296_at";7396;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3201;"0,0004";"0"
"252343_at";7443;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6126;"0.0239";"0,0009"
"252344_s_at";7444;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3339;"0.0923";"0.0034"
"252374_at";7474;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.112;"0,0002";"0"
"252375_at";7475;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4478;"0.0324";"0,0006"
"252379_at";7479;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3959;"0.0723";"0.0022"
"252414_at";7514;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.1737;"0";"0"
"252419_at";7519;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2524;"0,0002";"0"
"252421_at";7521;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2168;"0";"0"
"252425_at";7525;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6834;"0.049";"0.0023"
"252445_at";7545;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3818;"0.0667";"0.002"
"252446_at";7546;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5408;"0.0201";"0,0003"
"252478_at";7578;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6865;"0.054";"0.0026"
"252529_at";7629;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8761;"0.0015";"0"
"252543_at";7643;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6364;"0.0291";"0.0011"
"252557_at";7657;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9198;"0.0024";"0"
"252570_at";7670;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3402;"0.0852";"0.003"
"252594_at";7694;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2568;"0,0002";"0"
"252615_at";7715;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4895;"0.0265";"0,0005"
"252626_at";7726;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6499;"0.0146";"0,0002"
"252628_at";7728;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7157;"0.0892";"0.0049"
"252656_at";7756;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5004;"0.0224";"0,0004"
"252669_at";7769;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3862;"0.0512";"0.0013"
"252683_at";7783;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.399;"0.0588";"0.0016"
"252698_at";7798;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4832;"0.0253";"0,0004"
"252711_at";7811;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4161;"0.0415";"0,0009"
"252716_at";7816;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.611;"0.0079";"0,0001"
"252740_at";7840;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4154;"0.0026";"0"
"252751_at";7851;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3655;"0.001";"0"
"252827_at";7927;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4474;"0.0363";"0,0007"
"252829_at";7929;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6559;"0.0371";"0.0016"
"252852_at";7952;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.688;"0.05";"0.0023"
"252858_at";7958;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.117;"0";"0"
"252863_at";7963;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5437;"0.0103";"0,0003"
"252902_at";8002;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4078;"0.051";"0.0013"
"252904_at";8004;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7167;"0.0041";"0"
"252905_at";8005;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2838;"0,0002";"0"
"252906_at";8006;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6792;"0.0461";"0.0021"
"252911_at";8011;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3573;"0,0008";"0"
"252917_at";8017;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4071;"0.0671";"0.002"
"252923_at";8023;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.56;"0.0158";"0,0002"
"252938_at";8038;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4831;"0.0057";"0,0001"
"252950_at";8050;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6441;"0.0099";"0,0001"
"252954_at";8054;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6713;"0.0441";"0.002"
"252963_at";8063;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5777;"0.0156";"0,0005"
"252964_at";8064;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.8049;"0";"0"
"252992_at";8092;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5524;"0.0114";"0,0003"
"252996_s_at";8096;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5546;"0.0397";"0,0009"
"253002_at";8102;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3706;"0.0011";"0"
"253040_at";8140;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1087;"0";"0"
"253044_at";8144;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0922;"0";"0"
"253052_at";8152;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6029;"0.0216";"0,0008"
"253053_at";8153;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5302;"0.0089";"0,0002"
"253054_at";8154;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4019;"0.0031";"0,0001"
"253056_at";8156;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7104;"0.0674";"0.0034"
"253061_at";8161;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5283;"0.0169";"0,0002"
"253062_at";8162;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6457;"0.0303";"0.0012"
"253076_at";8176;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4015;"0.0021";"0"
"253083_at";8183;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5187;"0.021";"0,0003"
"253088_at";8188;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5486;"0.0124";"0,0004"
"253090_at";8190;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7209;"0.0851";"0.0046"
"253099_s_at";8199;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4572;"0.0037";"0,0001"
"253101_at";8201;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6921;"0.0531";"0.0025"
"253103_at";8203;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5135;"0.017";"0,0005"
"253108_at";8208;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3712;"0.0776";"0.0026"
"253113_at";8213;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6552;"0.009";"0,0001"
"253114_at";8214;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4283;"0.0416";"0,0009"
"253117_at";8217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5189;"0.0193";"0,0003"
"253127_at";8227;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3566;"0,0008";"0"
"253147_at";8247;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3613;"0.0779";"0.0026"
"253168_at";8268;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.444;"0.0034";"0,0001"
"253173_at";8273;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3824;"0.0014";"0"
"253176_at";8276;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6263;"0.0082";"0,0001"
"253182_at";8282;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2846;"0,0002";"0"
"253197_at";8297;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4644;"0.0268";"0,0005"
"253217_at";8317;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5484;"0.0104";"0,0003"
"253218_at";8318;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6023;"0.0192";"0,0007"
"253245_at";8345;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6324;"0.0273";"0.001"
"253246_at";8346;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4717;"0.0049";"0,0001"
"253247_at";8347;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7282;"0.0951";"0.0053"
"253249_at";8349;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5787;"0.0157";"0,0005"
"253252_at";8352;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7452;"0.095";"0.0053"
"253253_at";8353;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4393;"0.0031";"0,0001"
"253264_at";8364;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6606;"0.0397";"0.0017"
"253268_s_at";8368;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5391;"0.0242";"0,0004"
"253270_at";8370;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4409;"0.0344";"0,0007"
"253277_at";8377;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6484;"0.0367";"0.0015"
"253285_at";8385;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5474;"0.0218";"0,0008"
"253292_at";8392;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.44;"0.0587";"0.0016"
"253296_at";8396;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6644;"0.0469";"0.0021"
"253305_at";8405;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6445;"0.0605";"0.003"
"253325_at";8425;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4954;"0.0253";"0,0004"
"253332_at";8432;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1845;"0";"0"
"253359_at";8459;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7132;"0.0777";"0.0041"
"253364_at";8464;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.0441;"0,0004";"0"
"253382_at";8482;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3376;"0,0004";"0"
"253401_at";8501;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4137;"0.0024";"0"
"253402_at";8502;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5363;"0.01";"0,0003"
"253414_at";8514;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4377;"0.0034";"0,0001"
"253474_at";8574;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3394;"0.0822";"0.0028"
"253475_at";8575;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3901;"0.074";"0.0023"
"253479_at";8579;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3472;"0.0832";"0.0029"
"253483_at";8583;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3093;"0,0003";"0"
"253485_at";8585;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6192;"0.0067";"0,0001"
"253493_at";8593;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5787;"0.0149";"0,0004"
"253498_at";8598;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5761;"0.0177";"0,0006"
"253500_at";8600;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7111;"0.0735";"0.0038"
"253510_at";8610;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2005;"0";"0"
"253514_at";8614;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6743;"0.0428";"0.0019"
"253519_at";8619;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6204;"0.0278";"0.0011"
"253525_at";8625;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1219;"0";"0"
"253540_at";8640;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7184;"0.0819";"0.0043"
