"ath1_probe";"probe_target_number";"FC_35LFY_vs_LER";"pfp_35LFY_vs_LER_down";"P.value_35LFY_vs_LER_down";"pfp_35LFY_vs_LER_up";"P.value_35LFY_vs_LER_up"
"261185_at";"16285";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261186_at";"16286";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261187_at";"16287";"1.1857";"1.0621";"0.946";"0.7398";"0.0731"
"261188_at";"16288";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261189_at";"16289";"0.8723";"0.8061";"0.0886";"1.0541";"0.963"
"261190_at";"16290";"1.0583";"1.061";"0.8992";"1.0099";"0.2056"
"261191_at";"16291";"1.3268";"1.0314";"0.9898";"0.524";"0.0218"
"261192_at";"16292";"0.9147";"1.0543";"0.2022";"1.0103";"0.8242"
"261193_at";"16293";"1.529";"1.0155";"0.9983";"0.267";"0.0048"
"261194_at";"16294";"1.0001";"0.9767";"0.698";"1.2864";"0.4937"
"261195_at";"16295";"1.1869";"0.9734";"0.7113";"0.7641";"0.0818"
"261196_at";"16296";"0.6631";"0.3138";"0.0075";"1.018";"0.9979"
"261197_at";"16297";"1.0025";"1.0167";"0.8202";"1.2221";"0.3599"
"261198_at";"16298";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261199_at";"16299";"1";"0.9776";"0.6965";"1.2857";"0.4958"
"261200_at";"16300";"1.0364";"0.9847";"0.7577";"1.2001";"0.3419"
"261201_at";"16301";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261202_at";"16302";"1.0458";"0.9741";"0.7187";"1.1833";"0.3253"
"261203_at";"16303";"0.6019";"0.2097";"0.0033";"1.0125";"0.9991"
"261204_s_at";"16304";"1.018";"1.3227";"0.4678";"1.2919";"0.4556"
"261205_at";"16305";"1.3928";"1.0296";"0.9912";"0.4301";"0.0134"
"261206_at";"16306";"1.015";"0.9513";"0.6659";"1.2682";"0.4104"
"261207_at";"16307";"1.0775";"0.9846";"0.7571";"1.021";"0.2139"
"261208_at";"16308";"1.0557";"1.0368";"0.8515";"1.1157";"0.2792"
"261209_at";"16309";"1.1567";"1.0615";"0.947";"0.7562";"0.0795"
"261210_at";"16310";"1.1447";"1.059";"0.9561";"0.8249";"0.1041"
"261211_at";"16311";"0.9091";"0.9794";"0.1642";"0.9966";"0.7869"
"261212_at";"16312";"0.8841";"0.8453";"0.1049";"1.056";"0.9334"
"261213_at";"16313";"1.0492";"1.0577";"0.8885";"1.0376";"0.2271"
"261214_at";"16314";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261215_at";"16315";"1.002";"0.9841";"0.7553";"1.2708";"0.4138"
"261216_at";"16316";"1.0095";"0.9734";"0.6881";"1.2742";"0.4196"
"261217_at";"16317";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261218_at";"16318";"0.9313";"0.9732";"0.1622";"1.0552";"0.9275"
"261219_at";"16319";"0.9658";"1.1667";"0.2688";"1.0182";"0.8453"
"261220_at";"16320";"1.005";"0.9048";"0.6273";"1.285";"0.4977"
"261221_at";"16321";"2.7108";"1.0035";"1";"0.0388";"0.0001"
"261222_at";"16322";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261223_at";"16323";"1.2283";"1.0471";"0.9776";"0.6334";"0.0434"
"261224_at";"16324";"0.2529";"0.0045";"0";"1.0008";"1"
"261225_at";"16325";"0.8131";"0.6363";"0.0449";"1.0428";"0.9839"
"261226_at";"16326";"1.5475";"1.0151";"0.9984";"0.2582";"0.0045"
"261227_at";"16327";"1.2463";"1.0385";"0.985";"0.6233";"0.0412"
"261228_at";"16328";"1.1421";"1.0587";"0.9565";"0.8275";"0.1052"
"261229_at";"16329";"0.8542";"0.8395";"0.1023";"1.0327";"0.8718"
"261230_at";"16330";"1.0931";"1.0654";"0.9266";"0.9162";"0.1532"
"261231_at";"16331";"1.291";"1.0321";"0.9893";"0.5672";"0.0278"
"261232_at";"16332";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261233_at";"16333";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261234_x_at";"16334";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261235_x_at";"16335";"0.8977";"1.0269";"0.1887";"1.2971";"0.5099"
"261236_at";"16336";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261237_at";"16337";"0.9421";"1.1525";"0.2618";"1.0035";"0.8059"
"261238_at";"16338";"0.9865";"1.2958";"0.3932";"0.989";"0.7681"
"261239_at";"16339";"1.0098";"1.3415";"0.499";"1.2939";"0.5057"
"261240_at";"16340";"0.9208";"1.0373";"0.1929";"0.9786";"0.723"
"261241_at";"16341";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261242_at";"16342";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261243_at";"16343";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261244_at";"16344";"0.9852";"1.2427";"0.3258";"1.0065";"0.8154"
"261245_at";"16345";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261246_at";"16346";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261247_at";"16347";"0.5003";"0.0928";"0.0007";"1.007";"0.9998"
"261248_at";"16348";"1.0861";"1.0653";"0.9191";"0.9266";"0.1586"
"261249_at";"16349";"1.1206";"1.0504";"0.8729";"0.8722";"0.1271"
"261250_at";"16350";"0.9205";"1.0112";"0.1801";"0.9893";"0.7692"
"261251_at";"16351";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261252_at";"16352";"0.879";"0.9051";"0.1315";"1.0205";"0.8496"
"261253_at";"16353";"0.8265";"0.6344";"0.0444";"1.3066";"0.5239"
"261254_at";"16354";"1.188";"1.0503";"0.9735";"0.7258";"0.0693"
"261255_at";"16355";"0.8815";"0.9216";"0.1373";"1.0063";"0.8142"
"261256_at";"16356";"0.9882";"1.2596";"0.3408";"1.0074";"0.8171"
"261257_at";"16357";"0.8749";"0.8663";"0.1128";"1.0455";"0.898"
"261258_at";"16358";"0.7907";"0.576";"0.0352";"1.0395";"0.9872"
"261259_at";"16359";"0.9933";"1.3077";"0.4172";"0.986";"0.755"
"261260_at";"16360";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261261_at";"16361";"0.8995";"0.9419";"0.1453";"1.0386";"0.8818"
"261262_at";"16362";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261263_at";"16363";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261264_at";"16364";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261265_at";"16365";"0.9567";"1.2201";"0.3049";"1.3115";"0.5307"
"261266_at";"16366";"1.2613";"1.0549";"0.967";"0.5953";"0.0343"
"261267_at";"16367";"0.9905";"1.3222";"0.4672";"1.3278";"0.5542"
"261268_at";"16368";"1.1405";"1.0585";"0.8901";"0.8416";"0.1137"
"261269_at";"16369";"1.4422";"1.018";"0.9978";"0.3358";"0.0081"
"261270_at";"16370";"1.116";"1.0636";"0.9427";"0.8807";"0.1316"
"261271_at";"16371";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261272_at";"16372";"0.931";"1.078";"0.2168";"0.9956";"0.7848"
"261273_at";"16373";"1.1226";"1.0647";"0.9352";"0.8425";"0.1136"
"261274_at";"16374";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261275_at";"16375";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261276_at";"16376";"0.8393";"0.7124";"0.0632";"1.0563";"0.9545"
"261277_at";"16377";"1.0956";"0.9895";"0.7692";"0.96";"0.1782"
"261278_at";"16378";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261279_at";"16379";"1.0045";"1.3275";"0.4795";"1.3066";"0.5229"
"261280_at";"16380";"1.0101";"0.9965";"0.7849";"1.2517";"0.3915"
"261281_at";"16381";"1.0007";"0.9744";"0.703";"1.2889";"0.4869"
"261282_at";"16382";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261283_s_at";"16383";"1.0006";"0.975";"0.7024";"1.2893";"0.4879"
"261284_at";"16384";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261285_at";"16385";"1.0244";"1.3233";"0.4693";"1.2387";"0.3781"
"261286_at";"16386";"0.9238";"0.9532";"0.1519";"1.0547";"0.9292"
"261287_at";"16387";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261288_at";"16388";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261289_at";"16389";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261290_at";"16390";"1.0132";"1.306";"0.409";"1.2672";"0.4097"
"261291_at";"16391";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261292_at";"16392";"1.0461";"1.136";"0.2504";"0.9525";"0.1723"
"261293_at";"16393";"1.0001";"1.3069";"0.4253";"1.2875";"0.4803"
"261294_at";"16394";"1.122";"1.0634";"0.942";"0.8457";"0.1152"
"261295_at";"16395";"1.1204";"0.9966";"0.7854";"0.919";"0.1549"
"261296_at";"16396";"1.081";"0.9522";"0.6667";"1.1183";"0.2812"
"261297_at";"16397";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261298_at";"16398";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261299_at";"16399";"0.7227";"0.435";"0.0157";"1.0312";"0.9924"
"261300_at";"16400";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261301_at";"16401";"1.203";"1.0492";"0.9747";"0.6979";"0.062"
"261302_at";"16402";"1.0165";"0.975";"0.7298";"1.2677";"0.41"
"261303_at";"16403";"1.0498";"0.9791";"0.7412";"1.1478";"0.3007"
"261304_at";"16404";"1.2514";"1.0374";"0.9855";"0.6084";"0.0374"
"261305_at";"16405";"0.9581";"1.215";"0.3018";"0.9985";"0.7918"
"261306_at";"16406";"1.0922";"1.0119";"0.8129";"1.0622";"0.2436"
"261307_at";"16407";"0.973";"1.2992";"0.4001";"1.346";"0.5781"
"261308_at";"16408";"1.2188";"1.0485";"0.9761";"0.6691";"0.0528"
"261309_at";"16409";"0.8086";"0.6284";"0.0434";"1.0421";"0.9847"
"261310_at";"16410";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261311_at";"16411";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261312_at";"16412";"0.9529";"1.2055";"0.295";"1.0062";"0.8136"
"261313_at";"16413";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261314_at";"16414";"0.9727";"1.1303";"0.2458";"1.0387";"0.8822"
"261315_at";"16415";"1.2377";"1.0434";"0.9801";"0.6399";"0.0454"
"261316_at";"16416";"0.9879";"1.3103";"0.4535";"1.3361";"0.5656"
"261317_at";"16417";"0.7114";"0.4197";"0.0146";"1.0277";"0.994"
"261318_at";"16418";"0.9051";"0.8958";"0.1265";"1.0554";"0.9315"
"261319_at";"16419";"0.9962";"1.2984";"0.3973";"1.2925";"0.4594"
"261320_at";"16420";"0.8431";"0.7898";"0.0838";"1.0468";"0.9031"
"261321_at";"16421";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261322_at";"16422";"1.1948";"1.0505";"0.9733";"0.6963";"0.0602"
"261323_at";"16423";"0.8439";"0.7122";"0.0644";"1.0527";"0.9679"
"261324_at";"16424";"0.9685";"1.1915";"0.2832";"1.0231";"0.8543"
"261325_at";"16425";"0.838";"0.7016";"0.0608";"1.0541";"0.9643"
"261326_s_at";"16426";"0.9641";"1.092";"0.2234";"1.0453";"0.8977"
"261327_at";"16427";"1.0021";"0.9763";"0.6986";"1.2896";"0.4719"
"261328_at";"16428";"0.9577";"1.0703";"0.2115";"1.0461";"0.9011"
"261329_at";"16429";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261330_at";"16430";"1.1726";"1.0614";"0.9481";"0.7492";"0.0772"
"261331_at";"16431";"1.1584";"1.0647";"0.9363";"0.747";"0.0758"
"261332_s_at";"16432";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261333_at";"16433";"0.7825";"0.5714";"0.0345";"1.0474";"0.9778"
"261334_at";"16434";"1.1499";"1.0597";"0.8941";"0.8238";"0.1037"
"261335_at";"16435";"0.5958";"0.2099";"0.0033";"1.0149";"0.9987"
"261336_at";"16436";"1.3878";"1.0218";"0.9962";"0.4108";"0.0121"
"261337_at";"16437";"0.8745";"0.8075";"0.0902";"1.0544";"0.9639"
"261338_at";"16438";"0.9478";"1.1517";"0.2611";"0.9977";"0.79"
"261339_at";"16439";"0.9778";"1.3057";"0.428";"1.347";"0.5797"
"261340_at";"16440";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261341_s_at";"16441";"0.8124";"0.7652";"0.0784";"1.021";"0.851"
"261342_at";"16442";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261343_s_at";"16443";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261344_at";"16444";"1.0015";"1.3024";"0.4055";"1.2637";"0.4035"
"261345_at";"16445";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261346_at";"16446";"1.4011";"1.0328";"0.8454";"0.5115";"0.0207"
"261347_at";"16447";"1.3516";"1.0372";"0.9857";"0.5045";"0.0196"
"261348_at";"16448";"1.2345";"1.0429";"0.9802";"0.6411";"0.0461"
"261349_at";"16449";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261350_at";"16450";"1.0052";"1.3151";"0.4587";"1.2928";"0.4587"
"261351_at";"16451";"1.2744";"1.0395";"0.984";"0.5844";"0.0323"
"261352_at";"16452";"1.1758";"0.9612";"0.6755";"0.7732";"0.0847"
"261353_at";"16453";"1.1672";"1.0588";"0.9567";"0.7605";"0.0807"
"261354_at";"16454";"1.0151";"1.3414";"0.4988";"1.2871";"0.4838"
"261355_at";"16455";"0.9096";"0.9076";"0.1322";"1.0565";"0.9358"
"261356_at";"16456";"0.9169";"0.9309";"0.1407";"1.0564";"0.9375"
"261357_at";"16457";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261358_s_at";"16458";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261359_at";"16459";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261360_at";"16460";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261361_at";"16461";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261362_s_at";"16462";"0.8642";"0.7896";"0.0838";"1.0567";"0.9528"
"261363_at";"16463";"0.658";"0.312";"0.0075";"1.0196";"0.9974"
"261364_at";"16464";"1.0024";"1.2256";"0.3112";"1.1098";"0.2748"
"261365_at";"16465";"0.8595";"0.8269";"0.0961";"1.0456";"0.8988"
"261366_at";"16466";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261367_at";"16467";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261368_at";"16468";"1.0736";"1.0608";"0.898";"0.9587";"0.1746"
"261369_at";"16469";"1.0712";"0.924";"0.6428";"0.9578";"0.1758"
"261370_at";"16470";"1.0618";"1.0626";"0.9037";"1.0154";"0.2096"
"261371_at";"16471";"1.0011";"1.3574";"0.5279";"1.3329";"0.5607"
"261372_at";"16472";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261373_at";"16473";"1.0401";"1.3819";"0.5549";"1.2812";"0.4304"
"261374_at";"16474";"0.9983";"1.3076";"0.438";"0.9853";"0.7428"
"261375_at";"16475";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261376_at";"16476";"1.008";"1.3905";"0.5609";"1.2312";"0.3724"
"261377_at";"16477";"1.2422";"1.0427";"0.9804";"0.6336";"0.0433"
"261378_at";"16478";"1.2655";"1.0437";"0.9799";"0.5918";"0.0338"
"261379_at";"16479";"1.233";"1.0439";"0.9798";"0.6421";"0.0466"
"261380_at";"16480";"0.9671";"1.2736";"0.3608";"0.9444";"0.6912"
"261381_at";"16481";"1.0786";"1.0474";"0.8676";"1.0175";"0.2107"
"261382_at";"16482";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261383_at";"16483";"1.0584";"0.9747";"0.7262";"1.0795";"0.2562"
"261384_at";"16484";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261385_at";"16485";"0.9961";"1.3073";"0.4258";"0.9863";"0.7373"
"261386_at";"16486";"1.0672";"0.9747";"0.69";"1.0281";"0.2204"
"261387_at";"16487";"1.0192";"1.3911";"0.5616";"1.2941";"0.5066"
"261388_at";"16488";"0.7899";"0.5825";"0.0362";"1.0417";"0.985"
"261389_s_at";"16489";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261390_at";"16490";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261391_at";"16491";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261392_at";"16492";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261393_at";"16493";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261394_at";"16494";"1.0231";"1.4022";"0.5684";"1.2914";"0.4608"
"261395_at";"16495";"0.4401";"0.0657";"0.0003";"1.0049";"0.9999"
"261396_at";"16496";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261397_at";"16497";"0.9077";"0.9637";"0.1572";"1.0443";"0.8929"
"261398_at";"16498";"1.1812";"1.0358";"0.8501";"0.8286";"0.1071"
"261399_at";"16499";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261400_at";"16500";"0.6792";"0.3501";"0.0094";"1.0266";"0.9945"
"261401_at";"16501";"1";"1.3561";"0.5261";"1.3251";"0.5519"
"261402_at";"16502";"0.9801";"1.2253";"0.311";"1.014";"0.8327"
"261403_at";"16503";"1.174";"0.8601";"0.5898";"0.886";"0.1349"
"261404_at";"16504";"0.9183";"1.0666";"0.2082";"1.0092";"0.8216"
"261405_at";"16505";"1.2879";"1.0348";"0.9876";"0.57";"0.0289"
"261406_at";"16506";"0.9642";"1.2426";"0.3252";"1.2903";"0.4706"
"261407_at";"16507";"1.3846";"1.0256";"0.9937";"0.4348";"0.0138"
"261408_s_at";"16508";"0.9638";"1.1798";"0.2759";"0.9182";"0.6689"
"261409_at";"16509";"1.2263";"1.0437";"0.98";"0.6411";"0.0461"
"261410_at";"16510";"0.6531";"0.2971";"0.0067";"1.0179";"0.9979"
"261411_at";"16511";"1.1036";"1.0649";"0.9359";"0.9065";"0.1474"
"261412_at";"16512";"0.86";"0.76";"0.0767";"1.052";"0.9698"
"261413_at";"16513";"1.0635";"0.9759";"0.732";"1.0635";"0.2446"
"261414_at";"16514";"0.8933";"0.9825";"0.1669";"1.0138";"0.8336"
"261415_at";"16515";"0.9609";"1.1919";"0.2837";"0.9856";"0.7452"
"261416_at";"16516";"0.8997";"0.8773";"0.1177";"1.0576";"0.9504"
"261417_at";"16517";"1.238";"1.04";"0.9837";"0.6343";"0.0442"
"261418_at";"16518";"1.0949";"1.007";"0.8053";"1.0412";"0.2293"
"261419_at";"16519";"1.1959";"0.963";"0.6775";"0.8674";"0.1243"
"261420_at";"16520";"1.1961";"0.9943";"0.7799";"0.7742";"0.0854"
"261421_at";"16521";"0.9666";"1.1708";"0.2708";"0.9686";"0.7132"
"261422_at";"16522";"0.9319";"1.092";"0.2232";"0.9997";"0.7951"
"261423_at";"16523";"0.9846";"1.317";"0.4621";"1.3588";"0.5952"
"261424_at";"16524";"1.1103";"1.0046";"0.8001";"0.9968";"0.1985"
"261425_at";"16525";"0.5638";"0.163";"0.0019";"1.0099";"0.9995"
"261426_at";"16526";"1.0653";"1.06";"0.8955";"1.0216";"0.2144"
"261427_at";"16527";"1.2769";"1.0217";"0.8284";"0.661";"0.0509"
"261428_at";"16528";"0.8403";"0.713";"0.0642";"1.0514";"0.9705"
"261429_at";"16529";"1.1807";"0.9381";"0.6544";"0.8334";"0.1098"
"261430_at";"16530";"1.0054";"0.988";"0.7649";"1.2578";"0.3975"
"261431_at";"16531";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261432_at";"16532";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261433_s_at";"16533";"1.0055";"1.3225";"0.4683";"1.2909";"0.4672"
"261434_at";"16534";"1.4649";"1.0204";"0.997";"0.3209";"0.0073"
"261435_at";"16535";"1.0084";"0.9933";"0.7765";"1.249";"0.3869"
"261436_at";"16536";"1.2412";"1.0216";"0.828";"0.6989";"0.0616"
"261437_at";"16537";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261438_at";"16538";"0.8255";"0.667";"0.0532";"1.048";"0.9772"
"261439_at";"16539";"1.1592";"1.0566";"0.9626";"0.7883";"0.0903"
"261440_at";"16540";"0.7945";"0.5827";"0.0363";"1.0392";"0.9875"
"261441_at";"16541";"0.9774";"1.3011";"0.4044";"1.3352";"0.5642"
"261442_at";"16542";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261443_at";"16543";"1.2472";"1.0043";"0.7996";"0.6475";"0.048"
"261444_at";"16544";"1.1308";"1.065";"0.9324";"0.8386";"0.1111"
"261445_at";"16545";"1.1611";"1.0608";"0.9493";"0.8013";"0.0953"
"261446_at";"16546";"0.8738";"0.9262";"0.1394";"1.0155";"0.8392"
"261447_at";"16547";"0.9627";"1.2377";"0.3203";"1.0014";"0.8024"
"261448_at";"16548";"0.3717";"0.0378";"0.0001";"1.0023";"1"
"261449_at";"16549";"1.041";"1.39";"0.5602";"1.2471";"0.385"
"261450_s_at";"16550";"0.8233";"0.6718";"0.0539";"1.0524";"0.9695"
"261451_at";"16551";"0.5886";"0.1968";"0.0027";"1.0118";"0.9992"
"261452_s_at";"16552";"1.0103";"0.9743";"0.7186";"1.2834";"0.4336"
"261453_at";"16553";"1.0301";"0.9738";"0.7126";"1.1977";"0.3378"
"261454_at";"16554";"1.0577";"1.3064";"0.4347";"1.1259";"0.2868"
"261455_at";"16555";"0.9836";"1.3065";"0.4262";"0.9486";"0.6948"
"261456_at";"16556";"0.8743";"0.8127";"0.092";"1.0565";"0.9533"
"261457_at";"16557";"1.1041";"0.9951";"0.7822";"1.0133";"0.2076"
"261458_at";"16558";"1.1559";"1.0296";"0.8414";"0.8877";"0.1356"
"261459_at";"16559";"1.5556";"1.015";"0.9985";"0.2477";"0.0043"
"261460_at";"16560";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261461_at";"16561";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261462_at";"16562";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261463_at";"16563";"0.9729";"1.2003";"0.2884";"0.8841";"0.64"
"261464_at";"16564";"1.0036";"0.9874";"0.763";"1.2679";"0.4106"
"261465_at";"16565";"1.0446";"1.3095";"0.4521";"1.1304";"0.289"
"261466_at";"16566";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261467_at";"16567";"1.0857";"1.0099";"0.8095";"1.0795";"0.2567"
"261468_s_at";"16568";"1.0576";"0.9937";"0.7791";"1.1181";"0.2807"
"261469_at";"16569";"1.0019";"1.3281";"0.4803";"1.3031";"0.5167"
"261470_at";"16570";"1.0004";"0.975";"0.7015";"1.2897";"0.4892"
"261471_at";"16571";"1.0768";"1.254";"0.3378";"0.8907";"0.1382"
"261472_at";"16572";"1.0151";"0.9744";"0.7275";"1.2715";"0.415"
"261473_at";"16573";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261474_at";"16574";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261475_at";"16575";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261476_at";"16576";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261477_at";"16577";"0.8914";"0.8523";"0.1078";"1.0563";"0.9545"
"261478_at";"16578";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261479_at";"16579";"0.8975";"0.9425";"0.1455";"1.0447";"0.8955"
"261480_at";"16580";"0.6122";"0.2211";"0.0038";"1.016";"0.9984"
"261481_at";"16581";"0.8648";"0.8438";"0.1041";"0.9495";"0.6956"
"261482_at";"16582";"1.0463";"1.114";"0.237";"0.9315";"0.1608"
"261483_at";"16583";"0.8905";"0.8494";"0.1066";"1.0559";"0.9562"
"261484_at";"16584";"0.9384";"1.1179";"0.2391";"1.0007";"0.8007"
"261485_at";"16585";"0.996";"1.3069";"0.4319";"1.2905";"0.4706"
"261486_at";"16586";"0.9816";"1.3081";"0.4441";"1.3529";"0.5866"
"261487_at";"16587";"0.8408";"0.8223";"0.0952";"1.0151";"0.836"
"261488_at";"16588";"0.9421";"1.1267";"0.2441";"1.0016";"0.8028"
"261489_at";"16589";"1.1836";"1.051";"0.9721";"0.7376";"0.0722"
"261490_at";"16590";"0.9905";"1.2954";"0.3926";"0.9858";"0.7401"
"261491_at";"16591";"0.784";"0.6238";"0.0426";"1.0104";"0.8252"
"261492_at";"16592";"0.977";"1.2658";"0.3494";"1.2883";"0.502"
"261493_at";"16593";"0.9434";"1.1253";"0.2436";"0.9863";"0.7616"
"261494_at";"16594";"0.938";"1.0011";"0.1764";"1.0525";"0.9173"
"261495_at";"16595";"0.9857";"1.3093";"0.4481";"1.3483";"0.5807"
"261496_at";"16596";"0.7651";"0.6448";"0.0479";"1.0239";"0.8564"
"261497_x_at";"16597";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261498_at";"16598";"0.9193";"0.9365";"0.1436";"1.0562";"0.9364"
"261499_at";"16599";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261500_at";"16600";"0.8988";"0.8781";"0.1186";"1.0564";"0.9383"
"261501_at";"16601";"0.973";"1.1996";"0.288";"1.2127";"0.3524"
"261502_at";"16602";"0.9331";"1.048";"0.1986";"0.9115";"0.6634"
"261503_at";"16603";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261504_at";"16604";"0.7366";"0.5236";"0.0266";"1.0542";"0.9231"
"261505_at";"16605";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261506_at";"16606";"0.9319";"1.0689";"0.2097";"0.9926";"0.7786"
"261507_at";"16607";"0.8908";"0.8592";"0.1109";"1.0562";"0.9385"
"261508_at";"16608";"0.9399";"1.1935";"0.2844";"1.3453";"0.5765"
"261509_at";"16609";"0.7987";"0.6511";"0.0497";"1.0551";"0.9309"
"261510_at";"16610";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261511_at";"16611";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261512_at";"16612";"1.085";"1.0466";"0.8663";"1.0257";"0.2186"
"261513_at";"16613";"1.0837";"1.3834";"0.5557";"1.1325";"0.2906"
"261514_at";"16614";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261515_at";"16615";"0.99";"1.2589";"0.3414";"1.0037";"0.8068"
"261516_at";"16616";"0.5819";"0.1967";"0.0027";"1.0147";"0.9987"
"261517_at";"16617";"1.1511";"1.0575";"0.9606";"0.8057";"0.0972"
"261518_at";"16618";"1.3362";"1.0264";"0.9933";"0.4983";"0.019"
"261519_at";"16619";"1.0781";"1.0638";"0.9083";"0.991";"0.1949"
"261520_at";"16620";"0.9183";"0.9341";"0.1422";"1.0563";"0.938"
"261521_at";"16621";"0.8997";"0.9612";"0.1558";"0.9926";"0.7782"
"261522_at";"16622";"1.1515";"1.0286";"0.8399";"0.895";"0.1409"
"261523_at";"16623";"1.0786";"0.9745";"0.7242";"1.0563";"0.2391"
"261524_at";"16624";"1.1667";"1.0608";"0.9494";"0.7393";"0.0737"
"261525_at";"16625";"1.0031";"1.3077";"0.4447";"1.288";"0.4783"
"261526_at";"16626";"1.0508";"0.8595";"0.5891";"1.2677";"0.4097"
"261527_at";"16627";"0.9713";"1.2612";"0.3443";"0.9986";"0.7918"
"261528_at";"16628";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261529_at";"16629";"0.9881";"1.2956";"0.393";"0.9856";"0.7538"
"261530_at";"16630";"0.9318";"1.0834";"0.2191";"0.993";"0.7801"
"261531_at";"16631";"0.9649";"1.1807";"0.2764";"1.0232";"0.8551"
"261532_at";"16632";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261533_at";"16633";"1";"1.0698";"0.5847";"1.0746";"0.627"
"261534_at";"16634";"1.1753";"1.0551";"0.9668";"0.7562";"0.0796"
