"ath1_probe";"probe_target_number";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_down";"P.value_LFYGR_WT_down";"pfp_LFYGR_WT_up";"P.value_LFYGR_WT_up"
"245259_at";"359";"1.1214";"1.1034";"0.9025";"0.6419";"0.1114"
"245260_at";"360";"0.8358";"0.287";"0.0248";"1.0759";"0.9976"
"245261_at";"361";"1.0766";"1.0959";"0.8743";"0.772";"0.1575"
"245262_at";"362";"1.003";"1.0519";"0.7579";"1.5113";"0.6377"
"245263_at";"363";"1.0391";"1.0284";"0.6878";"1.2458";"0.4073"
"245264_at";"364";"0.9448";"1.0693";"0.2083";"1.042";"0.8172"
"245265_at";"365";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245266_at";"366";"1.132";"1.0996";"0.8888";"0.631";"0.1086"
"245267_at";"367";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245268_at";"368";"1.0091";"1.0555";"0.7733";"1.4883";"0.6109"
"245269_at";"369";"1.0495";"1.0781";"0.8254";"1.0557";"0.2911"
"245270_at";"370";"0.8481";"0.3175";"0.0288";"1.0772";"0.9973"
"245271_at";"371";"1.1912";"1.1087";"0.9527";"0.3538";"0.0367"
"245272_at";"372";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245273_at";"373";"1.0508";"1.6485";"0.6118";"1.0227";"0.2733"
"245274_at";"374";"1.21";"1.0574";"0.9962";"0.273";"0.0231"
"245275_at";"375";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245276_at";"376";"0.4511";"0.0042";"0.0001";"1.0195";"1"
"245277_at";"377";"0.5829";"0.0196";"0.0007";"1.0364";"1"
"245278_at";"378";"1.0735";"1.1078";"0.9306";"0.8405";"0.187"
"245279_at";"379";"1.0033";"1.647";"0.6106";"1.458";"0.5801"
"245280_at";"380";"1.0246";"1.5959";"0.5107";"1.2272";"0.3948"
"245281_at";"381";"1.0024";"1.6301";"0.5456";"1.4934";"0.6838"
"245282_at";"382";"1.0033";"1.5273";"0.4434";"1.3816";"0.5101"
"245283_at";"383";"0.9452";"1.1544";"0.2437";"1.0806";"0.8936"
"245284_at";"384";"0.9872";"1.4783";"0.409";"1.4988";"0.6185"
"245285_s_at";"385";"0.9783";"1.4965";"0.4195";"1.0286";"0.7815"
"245286_at";"386";"1.0866";"1.1079";"0.9253";"0.7749";"0.1588"
"245287_at";"387";"1.0805";"1.0993";"0.8895";"0.8398";"0.1866"
"245288_at";"388";"1.1409";"1.0993";"0.9743";"0.5132";"0.0737"
"245289_at";"389";"0.934";"1.0387";"0.1962";"1.0779";"0.8877"
"245290_at";"390";"0.7102";"0.0687";"0.0035";"1.0502";"0.9997"
"245291_at";"391";"0.998";"1.614";"0.528";"1.5104";"0.6363"
"245292_at";"392";"1.1632";"1.1082";"0.9547";"0.4079";"0.0481"
"245293_at";"393";"0.8044";"0.2148";"0.0163";"1.0715";"0.9982"
"245294_at";"394";"0.9446";"1.0985";"0.2201";"1.535";"0.737"
"245295_at";"395";"1.1554";"1.0931";"0.8638";"0.4834";"0.0667"
"245296_at";"396";"0.4777";"0.0053";"0.0001";"1.0184";"1"
"245297_at";"397";"0.9788";"1.2809";"0.298";"1.4502";"0.5714"
"245298_at";"398";"1.2121";"1.0969";"0.9766";"0.3055";"0.0282"
"245299_at";"399";"1.1398";"1.0667";"0.9942";"0.4542";"0.0588"
"245300_at";"400";"1.0016";"1.0528";"0.7547";"1.5078";"0.649"
"245301_at";"401";"1.0472";"1.0444";"0.7082";"1.1143";"0.324"
"245302_at";"402";"0.3557";"0.0007";"0";"1.0102";"1"
"245303_at";"403";"0.9935";"1.5741";"0.4873";"1.3793";"0.5072"
"245304_at";"404";"1.2284";"1.0456";"0.998";"0.2086";"0.0137"
"245305_at";"405";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245306_at";"406";"0.7604";"0.207";"0.0155";"1.0976";"0.9276"
"245307_at";"407";"0.9741";"1.3992";"0.3622";"1.0178";"0.7684"
"245308_at";"408";"1.2843";"1.0341";"0.9992";"0.1387";"0.0068"
"245309_at";"409";"0.978";"1.5736";"0.4866";"1.4963";"0.6889"
"245310_at";"410";"1.1719";"1.0852";"0.9871";"0.3888";"0.044"
"245311_at";"411";"0.9888";"1.5818";"0.4966";"1.4832";"0.6048"
"245312_at";"412";"1.1034";"1.1032";"0.9702";"0.5978";"0.0969"
"245313_at";"413";"1.0595";"1.1054";"0.9076";"0.9848";"0.2535"
"245314_at";"414";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245315_at";"415";"0.9686";"1.244";"0.2817";"1.0614";"0.852"
"245316_at";"416";"1.0368";"1.0548";"0.7523";"1.2326";"0.3979"
"245317_at";"417";"0.5074";"0.0076";"0.0002";"1.0239";"1"
"245318_at";"418";"1.0237";"1.0308";"0.6914";"0.9609";"0.2415"
"245319_at";"419";"0.6191";"0.0235";"0.0008";"1.0347";"1"
"245320_at";"420";"1.0351";"1.0596";"0.7305";"1.1472";"0.3433"
"245321_at";"421";"0.94";"1.1047";"0.2227";"1.0371";"0.7927"
"245322_at";"422";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245323_at";"423";"1.0856";"1.1017";"0.8961";"0.805";"0.1722"
"245324_at";"424";"1.0151";"1.5077";"0.4281";"1.2621";"0.4186"
"245325_at";"425";"1.0579";"1.0518";"0.7593";"0.9174";"0.2212"
"245326_at";"426";"1.1031";"1.0826";"0.9887";"0.6172";"0.1027"
"245327_at";"427";"1.0001";"1.058";"0.7499";"1.4882";"0.6642"
"245328_at";"428";"0.9665";"1.5086";"0.4297";"1.0261";"0.7785"
"245329_at";"429";"0.5007";"0.0103";"0.0003";"1.0464";"0.9998"
"245330_at";"430";"0.7472";"0.1042";"0.0059";"1.0559";"0.9995"
"245331_at";"431";"0.7674";"0.1258";"0.0076";"1.0557";"0.9995"
"245332_at";"432";"0.9968";"1.6036";"0.5175";"1.4788";"0.5997"
"245333_at";"433";"0.9281";"0.9444";"0.1659";"1.0701";"0.8695"
"245334_at";"434";"1.0302";"1.0972";"0.8775";"1.1592";"0.35"
"245335_at";"435";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245336_at";"436";"1.6787";"1.011";"1";"0.0057";"0.0001"
"245337_at";"437";"1.1825";"1.0842";"0.9878";"0.3306";"0.032"
"245338_at";"438";"0.7409";"0.0941";"0.0052";"1.0525";"0.9996"
"245339_at";"439";"1.0011";"1.6376";"0.5965";"1.367";"0.4944"
"245340_at";"440";"0.9955";"1.625";"0.5391";"1.4719";"0.5935"
"245341_at";"441";"0.2386";"0.0001";"0";"1.0049";"1"
"245342_at";"442";"0.9588";"1.3479";"0.3328";"1.042";"0.8144"
"245343_at";"443";"0.9539";"1.0614";"0.2057";"1.0399";"0.7966"
"245344_at";"444";"1.0583";"1.0738";"0.8156";"0.899";"0.2122"
"245345_at";"445";"1.0003";"1.0597";"0.7491";"1.5044";"0.6573"
"245346_at";"446";"0.8492";"0.4185";"0.0434";"1.1091";"0.9649"
"245347_at";"447";"1.3279";"1.0234";"0.9998";"0.09";"0.0032"
"245348_at";"448";"0.98";"1.5076";"0.4286";"1.5032";"0.6248"
"245349_at";"449";"0.9677";"1.2429";"0.2813";"1.5111";"0.6378"
"245350_at";"450";"1.2699";"1.0381";"0.9988";"0.1456";"0.0074"
"245351_at";"451";"0.9808";"1.5784";"0.4925";"1.4246";"0.5437"
"245352_at";"452";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245353_at";"453";"0.9297";"0.7747";"0.1158";"1.1042";"0.9839"
"245354_at";"454";"0.993";"1.5926";"0.5069";"1.4639";"0.5855"
"245355_at";"455";"0.8823";"0.4668";"0.0518";"1.0879";"0.9949"
"245356_at";"456";"0.9391";"0.9982";"0.1826";"1.0953";"0.9219"
"245357_at";"457";"1.0137";"1.6613";"0.6275";"1.2055";"0.3797"
"245358_at";"458";"1.1049";"1.0978";"0.976";"0.6121";"0.1013"
"245359_at";"459";"1.2326";"1.04";"0.9986";"0.2186";"0.0149"
"245360_at";"460";"0.9791";"1.5722";"0.4851";"1.4662";"0.5879"
"245361_at";"461";"1.0335";"1.065";"0.7373";"1.2198";"0.3889"
"245362_at";"462";"0.9463";"1.0493";"0.2008";"1.0733";"0.8766"
"245363_at";"463";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245364_at";"464";"0.9067";"1.0076";"0.1859";"1.0554";"0.8412"
"245365_at";"465";"0.9487";"0.8927";"0.1496";"1.1062";"0.9803"
"245366_at";"466";"1.1929";"1.0809";"0.9896";"0.3209";"0.0306"
"245367_at";"467";"1.0567";"1.108";"0.9292";"0.9765";"0.2492"
"245368_at";"468";"1.1126";"1.1077";"0.9288";"0.6181";"0.1031"
"245369_at";"469";"0.7677";"0.14";"0.0088";"1.0637";"0.999"
"245370_at";"470";"0.9893";"1.5564";"0.4707";"1.042";"0.8166"
"245371_at";"471";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245372_at";"472";"0.9413";"1.0785";"0.2125";"1.0703";"0.8699"
"245373_s_at";"473";"0.934";"0.8642";"0.1403";"1.0673";"0.8626"
"245374_at";"474";"1.0338";"1.6425";"0.6029";"1.2177";"0.3877"
"245375_at";"475";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245376_at";"476";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245377_at";"477";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245378_at";"478";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245379_at";"479";"0.9204";"0.8564";"0.1379";"1.0927";"0.9149"
"245380_at";"480";"1.1442";"1.0824";"0.989";"0.4627";"0.0609"
"245381_at";"481";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245382_at";"482";"1.0022";"1.0519";"0.7579";"1.5078";"0.6485"
"245383_at";"483";"1";"1.6253";"0.539";"1.0217";"0.7728"
"245384_at";"484";"0.9124";"0.8898";"0.1489";"1.024";"0.7758"
"245385_at";"485";"0.5004";"0.0062";"0.0001";"1.0197";"1"
"245386_at";"486";"1.0673";"1.6611";"0.6262";"0.8383";"0.1858"
"245387_at";"487";"1.0366";"1.0533";"0.7668";"1.1634";"0.3528"
"245388_at";"488";"1.0678";"1.1096";"0.9401";"0.859";"0.1946"
"245389_at";"489";"0.99";"1.6027";"0.5164";"1.5009";"0.6942"
"245390_at";"490";"1.0556";"1.078";"0.8249";"1.0544";"0.2902"
"245391_at";"491";"1.2225";"1.0486";"0.9976";"0.2106";"0.014"
"245392_at";"492";"0.2272";"0";"0";"1.0046";"1"
"245393_at";"493";"0.5531";"0.0124";"0.0004";"1.0282";"1"
"245394_at";"494";"1.0215";"1.6659";"0.6368";"1.2846";"0.4334"
"245395_at";"495";"0.9686";"1.5062";"0.4272";"1.4239";"0.543"
"245396_at";"496";"1.2404";"1.1091";"0.9536";"0.2457";"0.0184"
"245397_at";"497";"0.6785";"0.0617";"0.003";"1.0572";"0.9994"
"245398_at";"498";"0.9389";"0.9879";"0.1794";"1.095";"0.9211"
"245399_at";"499";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245400_at";"500";"0.9841";"1.6425";"0.5675";"1.3881";"0.5162"
"245401_at";"501";"0.9117";"0.8043";"0.1237";"1.109";"0.9693"
"245402_at";"502";"0.9999";"1.6345";"0.5842";"1.0444";"0.8095"
"245403_at";"503";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245404_at";"504";"1.1847";"1.1081";"0.9279";"0.3826";"0.0428"
"245405_at";"505";"1.3355";"1.0247";"0.9997";"0.0924";"0.0034"
"245406_at";"506";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245407_at";"507";"1.2293";"1.0452";"0.9981";"0.2256";"0.0156"
"245408_at";"508";"1.1567";"1.0877";"0.9856";"0.427";"0.0527"
"245409_at";"509";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245410_at";"510";"0.9799";"1.3175";"0.3143";"1.0988";"0.9327"
"245411_at";"511";"0.8241";"0.4569";"0.0503";"1.0423";"0.8116"
"245412_at";"512";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245413_at";"513";"1.1641";"1.1009";"0.9732";"0.4098";"0.0485"
"245414_at";"514";"1.1774";"1.1035";"0.9697";"0.3718";"0.0403"
"245415_at";"515";"1.1618";"1.067";"0.9941";"0.3969";"0.0457"
"245416_at";"516";"0.8117";"0.443";"0.0477";"1.1088";"0.9748"
"245417_at";"517";"1.0869";"1.1041";"0.9673";"0.709";"0.1345"
"245418_at";"518";"1.015";"1.0379";"0.6997";"1.3525";"0.4847"
"245419_at";"519";"1.0003";"1.0731";"0.8102";"1.4492";"0.5691"
"245420_at";"520";"1.0106";"1.6353";"0.5872";"1.37";"0.4983"
"245421_at";"521";"0.9326";"0.9115";"0.1555";"1.4949";"0.687"
"245422_at";"522";"1.2736";"1.0878";"0.9855";"0.1769";"0.0102"
"245423_at";"523";"1.0546";"1.0908";"0.8572";"1.0494";"0.2865"
"245424_at";"524";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245425_at";"525";"1.0658";"1.093";"0.8625";"0.9077";"0.2169"
"245426_at";"526";"1.1172";"1.1005";"0.892";"0.6754";"0.1224"
"245427_at";"527";"1.1042";"1.0806";"0.8322";"0.6965";"0.1292"
"245428_at";"528";"1.0735";"1.682";"0.6719";"0.889";"0.2076"
"245429_at";"529";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245430_at";"530";"1.0044";"1.673";"0.6547";"1.4918";"0.6132"
"245431_at";"531";"1.0584";"1.0496";"0.7162";"1.011";"0.2663"
"245432_at";"532";"1.191";"1.1055";"0.9626";"0.3841";"0.043"
"245433_at";"533";"1.0713";"1.062";"0.7877";"1.0406";"0.2816"
"245434_at";"534";"1.1953";"1.0672";"0.799";"0.3645";"0.0387"
"245435_at";"535";"1.0001";"1.0584";"0.7497";"1.4883";"0.6642"
"245436_at";"536";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245437_at";"537";"0.956";"1.1414";"0.2379";"1.0941";"0.9196"
"245438_at";"538";"1.0755";"1.0299";"0.69";"0.7985";"0.17"
"245439_at";"539";"0.8433";"0.4687";"0.0521";"1.0909";"0.9105"
"245440_at";"540";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245441_at";"541";"1.0007";"1.0978";"0.8815";"1.3195";"0.459"
"245442_at";"542";"0.9364";"1.3451";"0.3308";"1.0203";"0.7713"
"245443_at";"543";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245444_at";"544";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245445_at";"545";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245446_at";"546";"1.0301";"1.5569";"0.4711";"1.2423";"0.4044"
"245447_at";"547";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245448_at";"548";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245449_at";"549";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245450_at";"550";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245451_at";"551";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245452_at";"552";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245453_at";"553";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245454_at";"554";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245455_at";"555";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245456_at";"556";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245457_s_at";"557";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245458_at";"558";"0.9469";"1.0613";"0.2056";"1.0582";"0.846"
"245459_at";"559";"1.0495";"1.0547";"0.7523";"1.1511";"0.3459"
"245460_at";"560";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245461_at";"561";"0.9596";"0.9369";"0.1628";"1.4838";"0.6059"
"245462_at";"562";"0.9184";"0.9008";"0.1523";"1.5285";"0.7261"
"245463_at";"563";"0.1119";"0";"0";"1.0011";"1"
"245464_at";"564";"1.0485";"1.0575";"0.7786";"0.9805";"0.2509"
"245465_at";"565";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245466_at";"566";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245467_at";"567";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245468_at";"568";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245469_at";"569";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245470_at";"570";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245471_at";"571";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245472_at";"572";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245473_at";"573";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245474_at";"574";"1.1155";"1.0681";"0.8017";"0.6484";"0.1135"
"245475_at";"575";"0.9981";"1.6431";"0.5673";"1.0417";"0.8138"
"245476_at";"576";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245477_at";"577";"1.2176";"1.0636";"0.995";"0.2505";"0.0191"
"245478_at";"578";"1.1355";"1.1097";"0.9417";"0.5621";"0.0864"
"245479_at";"579";"1.1607";"1.0958";"0.8741";"0.4179";"0.0503"
"245480_at";"580";"1.0163";"1.6691";"0.6481";"1.319";"0.4584"
"245481_at";"581";"1.0054";"1.6351";"0.5869";"1.5111";"0.6388"
"245482_at";"582";"1.0014";"1.0528";"0.7551";"1.5065";"0.6535"
"245483_at";"583";"1.1678";"1.105";"0.9065";"0.4179";"0.0506"
"245484_at";"584";"1.2441";"1.0714";"0.993";"0.2158";"0.0146"
"245485_at";"585";"0.9778";"1.6425";"0.5612";"1.4842";"0.607"
"245486_x_at";"586";"0.6698";"0.0471";"0.0021";"1.0459";"0.9998"
"245487_at";"587";"1.2399";"1.0426";"0.9984";"0.1929";"0.0119"
"245488_at";"588";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245489_at";"589";"1.7566";"1.0155";"0.9999";"0.0044";"0"
"245490_at";"590";"0.9813";"1.4291";"0.3782";"1.0454";"0.8047"
"245491_at";"591";"1.1826";"1.0845";"0.9877";"0.3617";"0.0382"
"245492_at";"592";"1.0195";"1.6092";"0.522";"1.3476";"0.481"
"245493_at";"593";"0.8721";"0.6691";"0.0903";"1.0892";"0.9063"
"245494_at";"594";"0.8691";"0.4728";"0.0528";"1.099";"0.9893"
"245495_at";"595";"2.0776";"1.0044";"1";"0.0003";"0"
"245496_at";"596";"0.9694";"1.3594";"0.3386";"1.4903";"0.6798"
"245497_at";"597";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245498_at";"598";"0.9636";"1.1959";"0.2619";"1.098";"0.9288"
"245499_at";"599";"1.0363";"1.5836";"0.4987";"1.0908";"0.3106"
"245500_at";"600";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245501_at";"601";"2.5012";"1.0029";"1";"0.0001";"0"
"245502_at";"602";"1.0138";"1.0606";"0.7319";"1.3389";"0.4749"
"245503_at";"603";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245504_at";"604";"0.3227";"0.0004";"0";"1.0123";"1"
"245505_at";"605";"0.3054";"0.0003";"0";"1.0081";"1"
"245506_at";"606";"0.6863";"0.076";"0.0039";"1.0643";"0.999"
"245507_at";"607";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245508_at";"608";"1.0646";"1.1063";"0.9177";"1.0055";"0.2637"
"245509_at";"609";"1.1361";"1.5372";"0.4526";"0.8811";"0.2039"
"245510_at";"610";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245511_at";"611";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245512_at";"612";"0.93";"0.9608";"0.171";"1.0988";"0.9324"
"245513_at";"613";"1.1718";"1.098";"0.9759";"0.3927";"0.0448"
"245514_at";"614";"1.035";"1.1079";"0.9252";"1.1024";"0.3172"
"245515_at";"615";"0.96";"1.3364";"0.3248";"0.5508";"0.0831"
"245516_at";"616";"1.0523";"1.5136";"0.4342";"1.1577";"0.3489"
"245517_at";"617";"1.1455";"1.0691";"0.9935";"0.4253";"0.0523"
"245518_at";"618";"1.2403";"1.1021";"0.9721";"0.247";"0.0186"
"245519_at";"619";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245520_at";"620";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245521_at";"621";"0.9135";"0.7651";"0.1132";"1.1087";"0.9675"
"245522_at";"622";"1.1201";"1.6881";"0.6798";"0.6226";"0.105"
"245523_at";"623";"0.965";"1.0197";"0.1899";"1.109";"0.9726"
"245524_at";"624";"1.2683";"1.0366";"0.999";"0.1557";"0.0083"
"245525_at";"625";"1.1288";"1.0772";"0.991";"0.4894";"0.0683"
"245526_at";"626";"1.0001";"1.6409";"0.6005";"1.5196";"0.7149"
"245527_at";"627";"0.9935";"1.6249";"0.5403";"1.043";"0.8224"
"245528_at";"628";"0.9303";"1.0883";"0.2161";"1.0518";"0.8357"
"245529_at";"629";"1.0815";"1.537";"0.4526";"0.6123";"0.1013"
"245530_at";"630";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245531_at";"631";"0.6859";"0.0715";"0.0037";"1.0798";"0.9969"
"245532_at";"632";"1.0066";"1.6794";"0.6684";"1.3956";"0.5204"
"245533_at";"633";"0.8803";"0.4751";"0.0532";"1.091";"0.9939"
"245534_at";"634";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245535_at";"635";"0.9972";"1.6682";"0.6442";"1.5306";"0.73"
"245536_at";"636";"1.04";"1.0716";"0.8078";"1.3014";"0.4458"
"245537_at";"637";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245538_at";"638";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245539_at";"639";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245540_at";"640";"1.2342";"1.0944";"0.9788";"0.2901";"0.0255"
"245541_at";"641";"1.2985";"1.0377";"0.9989";"0.1136";"0.0047"
"245542_at";"642";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245543_at";"643";"1.1645";"1.1016";"0.9725";"0.4625";"0.061"
"245544_at";"644";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245545_at";"645";"1.0181";"1.079";"0.8289";"1.3639";"0.4916"
"245546_at";"646";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245547_at";"647";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245548_at";"648";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245549_at";"649";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245550_at";"650";"1.3104";"1.0851";"0.9874";"0.1368";"0.0066"
"245551_at";"651";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245552_at";"652";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245553_at";"653";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245554_at";"654";"0.9995";"1.6447";"0.5776";"1.0443";"0.81"
"245555_at";"655";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245556_at";"656";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245557_at";"657";"1.0583";"1.4753";"0.4079";"0.965";"0.2438"
"245558_at";"658";"2.1102";"1.0045";"1";"0.0003";"0"
"245559_at";"659";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245560_at";"660";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245561_at";"661";"0.999";"1.6466";"0.5735";"1.0429";"0.8107"
"245562_at";"662";"1.0355";"1.538";"0.4534";"1.3066";"0.4498"
"245563_at";"663";"0.8989";"0.7405";"0.1067";"1.1091";"0.9651"
"245564_at";"664";"1.0013";"1.0535";"0.7534";"1.5088";"0.648"
"245565_at";"665";"1.1145";"1.0261";"0.6846";"0.6382";"0.1105"
"245566_at";"666";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245567_at";"667";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245568_at";"668";"1.0028";"1.0763";"0.8217";"1.4302";"0.5485"
"245569_at";"669";"1.2015";"1.0596";"0.9957";"0.2913";"0.0259"
"245570_at";"670";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245571_at";"671";"1.0035";"1.0518";"0.761";"1.5105";"0.6413"
"245572_at";"672";"0.7841";"0.1543";"0.0101";"1.0606";"0.9992"
"245573_at";"673";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245574_at";"674";"0.9085";"0.9793";"0.1768";"1.0429";"0.8202"
"245575_at";"675";"0.8283";"0.2779";"0.0235";"1.0776";"0.9973"
"245576_at";"676";"0.8177";"0.2695";"0.0226";"1.0947";"0.9924"
"245577_at";"677";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245578_at";"678";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245579_at";"679";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245580_at";"680";"0.9944";"1.6002";"0.5144";"1.4045";"0.5274"
"245581_at";"681";"0.959";"1.1607";"0.2464";"1.4647";"0.5862"
"245582_at";"682";"1.0833";"1.0022";"0.184";"0.3474";"0.0352"
"245583_at";"683";"0.955";"0.9982";"0.1828";"1.109";"0.9655"
"245584_at";"684";"0.7232";"0.108";"0.0063";"1.0632";"0.999"
"245585_at";"685";"1.057";"1.1068";"0.9207";"0.985";"0.2533"
"245586_at";"686";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245587_at";"687";"0.777";"0.1925";"0.014";"1.0831";"0.9961"
"245588_at";"688";"0.9883";"1.5699";"0.4823";"1.3286";"0.467"
"245589_at";"689";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245590_at";"690";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245591_at";"691";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245592_at";"692";"1.0255";"1.596";"0.5099";"1.4096";"0.5326"
"245593_at";"693";"0.9459";"1.3713";"0.3452";"1.0653";"0.858"
"245594_at";"694";"1.0305";"1.0533";"0.7661";"1.3088";"0.4514"
"245595_at";"695";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245596_at";"696";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245597_at";"697";"0.942";"1.0201";"0.1902";"1.4668";"0.5883"
"245598_at";"698";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245599_at";"699";"0.8212";"0.2616";"0.0217";"1.08";"0.9969"
"245600_at";"700";"1.0467";"1.0564";"0.7756";"1.1295";"0.3327"
"245601_at";"701";"0.9845";"1.6472";"0.6106";"1.4661";"0.5879"
"245602_at";"702";"0.7804";"0.1491";"0.0096";"1.0604";"0.9992"
"245603_at";"703";"1";"1.6695";"0.6492";"1.5235";"0.7195"
"245604_at";"704";"0.898";"0.8751";"0.1439";"1.075";"0.8809"
"245605_at";"705";"1.0547";"1.6756";"0.6574";"1.1455";"0.3421"
"245606_at";"706";"1.0016";"1.642";"0.6033";"1.536";"0.7377"
"245607_at";"707";"0.9651";"1.1649";"0.2481";"1.4846";"0.6741"
"245608_at";"708";"0.9399";"0.972";"0.1743";"1.0306";"0.7843"
"245609_at";"709";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245610_at";"710";"0.991";"1.6407";"0.5582";"1.5088";"0.7021"
"245611_at";"711";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245612_at";"712";"0.979";"0.818";"0.128";"1.0589";"0.2925"
"245613_at";"713";"0.7565";"0.1358";"0.0084";"1.0624";"0.9991"
"245614_at";"714";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245615_at";"715";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245616_at";"716";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"245617_at";"717";"1.0318";"1.0731";"0.8125";"1.1707";"0.3589"
"245618_at";"718";"0.8624";"0.5324";"0.0635";"1.0916";"0.9117"
